AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
8.33,8.33,0.0,0.0,8.33,8.33,0.0,12.5,16.67,8.33,4.17,0.0,8.33,0.0,0.0,4.17,8.33,4.17,0.0,0.0
12.5,8.33,0.0,0.0,12.5,4.17,0.0,4.17,16.67,12.5,0.0,0.0,4.17,0.0,0.0,8.33,4.17,12.5,0.0,0.0
8.33,0.0,0.0,0.0,8.33,20.83,16.67,16.67,4.17,8.33,4.17,4.17,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.33,20.83,29.17,8.33,4.17,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,4.17,0.0
8.33,8.33,0.0,0.0,8.33,8.33,0.0,20.83,16.67,12.5,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0
8.33,8.33,0.0,0.0,4.17,12.5,0.0,16.67,16.67,12.5,4.17,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0
0.0,8.33,0.0,0.0,8.33,12.5,0.0,4.17,16.67,20.83,0.0,0.0,4.17,0.0,0.0,8.33,4.17,12.5,0.0,0.0
20.83,8.33,0.0,0.0,12.5,4.17,0.0,12.5,16.67,8.33,4.17,0.0,8.33,0.0,0.0,4.17,0.0,0.0,0.0,0.0
20.83,8.33,0.0,0.0,12.5,4.17,0.0,12.5,16.67,8.33,0.0,0.0,8.33,0.0,0.0,4.17,0.0,4.17,0.0,0.0
12.5,8.33,0.0,0.0,8.33,0.0,0.0,16.67,12.5,4.17,4.17,0.0,8.33,0.0,4.17,4.17,8.33,8.33,0.0,0.0
20.83,8.33,0.0,0.0,12.5,4.17,0.0,12.5,16.67,8.33,0.0,0.0,8.33,0.0,0.0,4.17,0.0,4.17,0.0,0.0
16.67,8.33,0.0,0.0,12.5,4.17,0.0,12.5,16.67,8.33,0.0,0.0,8.33,0.0,0.0,4.17,0.0,8.33,0.0,0.0
16.67,8.33,0.0,0.0,12.5,8.33,0.0,12.5,16.67,8.33,0.0,0.0,8.33,0.0,0.0,4.17,0.0,4.17,0.0,0.0
16.67,8.33,0.0,0.0,12.5,8.33,0.0,12.5,12.5,8.33,0.0,0.0,8.33,4.17,0.0,4.17,0.0,4.17,0.0,0.0
20.83,8.33,0.0,0.0,8.33,0.0,0.0,8.33,8.33,8.33,0.0,4.17,8.33,0.0,4.17,4.17,4.17,12.5,0.0,0.0
16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,8.33,8.33,0.0,4.17,8.33,0.0,4.17,4.17,4.17,16.67,0.0,0.0
20.83,8.33,0.0,0.0,4.17,0.0,4.17,12.5,4.17,12.5,0.0,0.0,8.33,0.0,8.33,4.17,4.17,8.33,0.0,0.0
12.5,8.33,0.0,0.0,8.33,0.0,4.17,4.17,4.17,16.67,0.0,0.0,8.33,0.0,4.17,0.0,12.5,16.67,0.0,0.0
16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,12.5,8.33,0.0,0.0,8.33,0.0,4.17,4.17,4.17,16.67,0.0,0.0
12.5,8.33,0.0,0.0,8.33,0.0,0.0,4.17,12.5,12.5,0.0,0.0,8.33,0.0,4.17,4.17,4.17,20.83,0.0,0.0
16.67,8.33,0.0,0.0,8.33,0.0,0.0,4.17,8.33,8.33,0.0,0.0,8.33,4.17,4.17,4.17,4.17,20.83,0.0,0.0
16.67,8.33,0.0,0.0,16.67,4.17,0.0,12.5,16.67,8.33,4.17,0.0,8.33,0.0,0.0,4.17,0.0,0.0,0.0,0.0
16.67,8.33,0.0,0.0,16.67,4.17,0.0,12.5,12.5,8.33,4.17,4.17,8.33,0.0,0.0,4.17,0.0,0.0,0.0,0.0
16.67,8.33,0.0,0.0,16.67,4.17,0.0,12.5,16.67,8.33,0.0,0.0,8.33,0.0,0.0,4.17,0.0,4.17,0.0,0.0
12.5,8.33,0.0,0.0,12.5,0.0,0.0,12.5,12.5,8.33,0.0,0.0,8.33,0.0,4.17,8.33,4.17,8.33,0.0,0.0
8.33,8.33,0.0,0.0,4.17,8.33,0.0,4.17,4.17,12.5,0.0,4.17,8.33,0.0,8.33,0.0,8.33,20.83,0.0,0.0
20.83,8.33,0.0,4.17,8.33,4.17,0.0,16.67,16.67,4.17,0.0,0.0,4.17,0.0,0.0,4.17,0.0,8.33,0.0,0.0
20.83,8.33,0.0,0.0,8.33,4.17,0.0,16.67,16.67,4.17,0.0,0.0,4.17,4.17,0.0,4.17,0.0,8.33,0.0,0.0
12.5,8.33,0.0,0.0,12.5,4.17,0.0,20.83,16.67,8.33,0.0,0.0,8.33,0.0,0.0,4.17,4.17,0.0,0.0,0.0
16.67,8.33,0.0,0.0,12.5,4.17,0.0,20.83,16.67,4.17,0.0,0.0,8.33,0.0,0.0,4.17,0.0,4.17,0.0,0.0
16.67,8.33,0.0,0.0,12.5,4.17,0.0,16.67,16.67,4.17,0.0,0.0,8.33,0.0,0.0,4.17,0.0,8.33,0.0,0.0
16.67,8.33,0.0,0.0,8.33,4.17,0.0,16.67,16.67,8.33,0.0,0.0,8.33,0.0,0.0,4.17,0.0,8.33,0.0,0.0
16.67,8.33,0.0,0.0,8.33,4.17,0.0,12.5,16.67,12.5,0.0,0.0,8.33,0.0,0.0,0.0,4.17,8.33,0.0,0.0
16.67,8.33,0.0,0.0,12.5,0.0,0.0,16.67,16.67,4.17,0.0,0.0,8.33,0.0,0.0,8.33,0.0,8.33,0.0,0.0
16.67,8.33,0.0,0.0,12.5,0.0,0.0,16.67,16.67,4.17,0.0,0.0,4.17,0.0,0.0,12.5,0.0,8.33,0.0,0.0
16.67,8.33,0.0,0.0,12.5,0.0,0.0,16.67,12.5,4.17,0.0,4.17,4.17,0.0,0.0,12.5,0.0,8.33,0.0,0.0
16.67,8.33,0.0,0.0,8.33,4.17,0.0,8.33,16.67,20.83,0.0,0.0,8.33,0.0,0.0,0.0,4.17,4.17,0.0,0.0
12.5,8.33,0.0,0.0,8.33,4.17,0.0,8.33,16.67,16.67,0.0,0.0,8.33,0.0,0.0,4.17,4.17,8.33,0.0,0.0
12.5,8.33,0.0,0.0,8.33,4.17,0.0,12.5,12.5,16.67,0.0,4.17,8.33,0.0,0.0,4.17,4.17,4.17,0.0,0.0
12.5,8.33,0.0,0.0,12.5,4.17,0.0,4.17,16.67,20.83,0.0,0.0,8.33,0.0,0.0,4.17,4.17,4.17,0.0,0.0
12.5,8.33,0.0,0.0,8.33,4.17,0.0,4.17,16.67,25.0,0.0,0.0,8.33,0.0,0.0,4.17,4.17,4.17,0.0,0.0
12.5,8.33,0.0,0.0,4.17,4.17,0.0,8.33,12.5,29.17,0.0,0.0,8.33,0.0,0.0,4.17,8.33,0.0,0.0,0.0
12.5,8.33,0.0,0.0,8.33,4.17,0.0,12.5,16.67,12.5,0.0,4.17,8.33,0.0,0.0,0.0,4.17,8.33,0.0,0.0
12.5,8.33,0.0,0.0,12.5,0.0,0.0,4.17,16.67,20.83,0.0,4.17,8.33,0.0,0.0,4.17,4.17,4.17,0.0,0.0
16.67,8.33,0.0,0.0,12.5,4.17,0.0,12.5,12.5,16.67,0.0,4.17,8.33,0.0,0.0,0.0,4.17,0.0,0.0,0.0
12.5,8.33,0.0,0.0,12.5,0.0,0.0,12.5,16.67,12.5,0.0,4.17,8.33,0.0,0.0,4.17,4.17,4.17,0.0,0.0
12.5,8.33,0.0,0.0,8.33,0.0,0.0,12.5,16.67,12.5,0.0,4.17,8.33,0.0,0.0,4.17,4.17,8.33,0.0,0.0
12.5,8.33,0.0,0.0,16.67,4.17,0.0,8.33,12.5,16.67,0.0,4.17,8.33,0.0,4.17,0.0,4.17,0.0,0.0,0.0
12.5,8.33,0.0,0.0,12.5,4.17,0.0,8.33,16.67,20.83,0.0,4.17,8.33,0.0,0.0,0.0,4.17,0.0,0.0,0.0
12.5,8.33,0.0,0.0,12.5,4.17,0.0,8.33,12.5,20.83,0.0,4.17,8.33,0.0,4.17,0.0,4.17,0.0,0.0,0.0
12.5,8.33,0.0,0.0,8.33,4.17,0.0,12.5,8.33,20.83,0.0,4.17,8.33,0.0,0.0,4.17,4.17,0.0,0.0,4.17
12.5,8.33,0.0,0.0,8.33,4.17,0.0,12.5,8.33,16.67,0.0,4.17,8.33,4.17,4.17,0.0,0.0,8.33,0.0,0.0
12.5,8.33,0.0,0.0,8.33,4.17,0.0,8.33,16.67,16.67,4.17,4.17,8.33,0.0,0.0,0.0,4.17,4.17,0.0,0.0
12.5,8.33,0.0,0.0,8.33,4.17,0.0,4.17,12.5,16.67,8.33,0.0,8.33,0.0,0.0,4.17,4.17,8.33,0.0,0.0
12.5,8.33,0.0,0.0,4.17,4.17,0.0,4.17,12.5,20.83,8.33,0.0,8.33,0.0,0.0,4.17,4.17,8.33,0.0,0.0
16.67,8.33,0.0,0.0,8.33,4.17,0.0,8.33,16.67,16.67,0.0,0.0,8.33,0.0,0.0,0.0,4.17,8.33,0.0,0.0
16.67,8.33,0.0,0.0,12.5,4.17,0.0,12.5,16.67,8.33,0.0,0.0,8.33,0.0,0.0,0.0,4.17,8.33,0.0,0.0
16.67,8.33,0.0,0.0,12.5,4.17,0.0,8.33,12.5,12.5,0.0,4.17,8.33,0.0,0.0,4.17,0.0,8.33,0.0,0.0
16.67,8.33,0.0,0.0,8.33,4.17,0.0,8.33,16.67,12.5,0.0,0.0,8.33,0.0,0.0,0.0,4.17,12.5,0.0,0.0
4.17,8.33,0.0,0.0,4.17,4.17,0.0,4.17,12.5,25.0,0.0,0.0,12.5,0.0,0.0,4.17,8.33,12.5,0.0,0.0
0.0,8.33,0.0,0.0,4.17,4.17,0.0,4.17,12.5,25.0,0.0,0.0,12.5,0.0,0.0,4.17,12.5,12.5,0.0,0.0
16.67,8.33,0.0,0.0,4.17,4.17,0.0,8.33,12.5,12.5,0.0,0.0,8.33,0.0,0.0,4.17,4.17,16.67,0.0,0.0
12.5,8.33,0.0,0.0,8.33,0.0,0.0,4.17,16.67,12.5,0.0,4.17,4.17,0.0,0.0,4.17,12.5,12.5,0.0,0.0
4.17,8.33,0.0,0.0,12.5,0.0,0.0,4.17,16.67,16.67,0.0,0.0,8.33,0.0,0.0,4.17,12.5,12.5,0.0,0.0
4.17,8.33,0.0,0.0,8.33,0.0,0.0,4.17,16.67,16.67,0.0,4.17,4.17,0.0,0.0,8.33,12.5,12.5,0.0,0.0
4.17,8.33,0.0,0.0,4.17,0.0,0.0,8.33,12.5,16.67,0.0,8.33,4.17,0.0,0.0,8.33,12.5,12.5,0.0,0.0
25.0,8.33,0.0,0.0,8.33,8.33,0.0,8.33,16.67,8.33,4.17,0.0,4.17,0.0,0.0,0.0,8.33,0.0,0.0,0.0
20.83,8.33,0.0,0.0,4.17,8.33,0.0,12.5,16.67,4.17,4.17,0.0,4.17,0.0,0.0,0.0,8.33,4.17,0.0,4.17
20.83,8.33,0.0,0.0,8.33,4.17,0.0,8.33,12.5,12.5,4.17,0.0,4.17,4.17,4.17,4.17,0.0,4.17,0.0,0.0
20.83,8.33,0.0,0.0,12.5,4.17,0.0,8.33,16.67,8.33,4.17,4.17,4.17,0.0,0.0,0.0,4.17,4.17,0.0,0.0
12.5,8.33,0.0,0.0,4.17,8.33,0.0,16.67,16.67,8.33,0.0,0.0,8.33,0.0,0.0,0.0,4.17,8.33,0.0,4.17
12.5,0.0,4.17,0.0,12.5,12.5,0.0,4.17,16.67,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,4.17,0.0
12.5,0.0,4.17,0.0,12.5,8.33,0.0,4.17,16.67,16.67,0.0,0.0,4.17,0.0,0.0,16.67,0.0,0.0,4.17,0.0
12.5,0.0,0.0,0.0,8.33,12.5,0.0,8.33,20.83,12.5,0.0,0.0,4.17,4.17,0.0,4.17,0.0,8.33,4.17,0.0
16.67,0.0,4.17,0.0,4.17,8.33,0.0,12.5,20.83,4.17,0.0,4.17,0.0,4.17,0.0,8.33,4.17,4.17,4.17,0.0
20.83,0.0,4.17,0.0,8.33,12.5,4.17,8.33,12.5,4.17,0.0,4.17,0.0,0.0,4.17,0.0,4.17,12.5,0.0,0.0
20.83,0.0,0.0,0.0,8.33,16.67,0.0,4.17,0.0,0.0,4.17,8.33,8.33,0.0,8.33,4.17,4.17,0.0,0.0,12.5
25.0,0.0,0.0,4.17,4.17,20.83,4.17,4.17,12.5,16.67,0.0,4.17,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0
16.67,0.0,4.17,0.0,0.0,8.33,0.0,16.67,20.83,4.17,0.0,8.33,0.0,4.17,0.0,4.17,4.17,4.17,4.17,0.0
8.33,0.0,4.17,4.17,0.0,29.17,4.17,16.67,8.33,12.5,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,4.17,0.0
8.33,0.0,0.0,4.17,4.17,8.33,8.33,4.17,12.5,16.67,0.0,0.0,8.33,0.0,0.0,4.17,0.0,20.83,0.0,0.0
4.17,0.0,4.17,4.17,8.33,8.33,0.0,4.17,29.17,8.33,4.17,0.0,0.0,8.33,0.0,4.17,4.17,0.0,4.17,4.17
8.33,4.17,0.0,0.0,0.0,12.5,0.0,8.33,16.67,29.17,0.0,4.17,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0
4.17,0.0,0.0,4.17,0.0,8.33,8.33,8.33,4.17,29.17,0.0,0.0,8.33,0.0,0.0,8.33,0.0,16.67,0.0,0.0
8.33,0.0,0.0,4.17,4.17,8.33,8.33,12.5,12.5,12.5,0.0,12.5,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0
4.17,0.0,0.0,4.17,4.17,8.33,8.33,8.33,12.5,16.67,0.0,12.5,0.0,8.33,0.0,0.0,4.17,8.33,0.0,0.0
0.0,0.0,0.0,4.17,4.17,4.17,0.0,8.33,16.67,16.67,8.33,4.17,0.0,4.17,4.17,8.33,0.0,4.17,12.5,0.0
0.0,12.5,0.0,4.17,8.33,8.33,4.17,4.17,4.17,8.33,4.17,12.5,0.0,4.17,0.0,4.17,12.5,4.17,4.17,0.0
4.17,12.5,0.0,4.17,0.0,8.33,4.17,0.0,12.5,16.67,0.0,8.33,0.0,0.0,0.0,0.0,16.67,8.33,4.17,0.0
0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,16.67,4.17,50.0,20.83,4.17,0.0,0.0,0.0
8.33,0.0,0.0,0.0,0.0,16.67,0.0,4.17,12.5,20.83,0.0,8.33,0.0,4.17,0.0,4.17,4.17,12.5,0.0,4.17
4.17,0.0,0.0,0.0,4.17,12.5,0.0,12.5,12.5,16.67,4.17,0.0,12.5,8.33,4.17,0.0,4.17,0.0,4.17,0.0
20.83,8.33,4.17,4.17,4.17,4.17,4.17,4.17,8.33,0.0,8.33,0.0,4.17,4.17,0.0,4.17,0.0,12.5,0.0,4.17
0.0,8.33,0.0,0.0,0.0,12.5,0.0,8.33,20.83,12.5,0.0,0.0,0.0,4.17,0.0,4.17,8.33,20.83,0.0,0.0
20.83,8.33,0.0,8.33,4.17,4.17,4.17,8.33,8.33,0.0,8.33,0.0,4.17,0.0,0.0,4.17,0.0,12.5,0.0,4.17
20.83,8.33,0.0,8.33,4.17,4.17,4.17,4.17,8.33,4.17,8.33,0.0,4.17,0.0,0.0,4.17,0.0,12.5,0.0,4.17
20.83,8.33,0.0,4.17,4.17,4.17,4.17,4.17,12.5,4.17,8.33,0.0,4.17,0.0,0.0,4.17,0.0,12.5,0.0,4.17
20.83,8.33,0.0,4.17,4.17,4.17,4.17,4.17,8.33,4.17,8.33,0.0,4.17,4.17,0.0,4.17,0.0,12.5,0.0,4.17
20.83,8.33,0.0,8.33,4.17,4.17,4.17,4.17,8.33,4.17,8.33,0.0,4.17,0.0,0.0,4.17,0.0,12.5,0.0,4.17
20.83,8.33,0.0,4.17,4.17,4.17,4.17,4.17,8.33,0.0,8.33,4.17,4.17,4.17,0.0,4.17,0.0,12.5,0.0,4.17
4.17,4.17,4.17,4.17,12.5,0.0,0.0,4.17,12.5,4.17,0.0,0.0,20.83,0.0,12.5,4.17,4.17,4.17,4.17,0.0
8.33,0.0,0.0,0.0,4.17,4.17,0.0,16.67,16.67,8.33,4.17,4.17,8.33,0.0,0.0,8.33,8.33,8.33,0.0,0.0
0.0,20.83,0.0,4.17,0.0,20.83,4.17,4.17,0.0,0.0,0.0,0.0,4.17,0.0,0.0,20.83,12.5,4.17,4.17,0.0
4.17,0.0,0.0,4.17,8.33,4.17,4.17,0.0,12.5,20.83,4.17,4.17,8.33,0.0,0.0,4.17,8.33,12.5,0.0,0.0
8.33,8.33,4.17,0.0,8.33,8.33,4.17,4.17,12.5,8.33,0.0,4.17,12.5,0.0,4.17,0.0,8.33,0.0,4.17,0.0
8.33,0.0,0.0,0.0,8.33,12.5,4.17,25.0,0.0,16.67,0.0,0.0,12.5,4.17,4.17,0.0,0.0,4.17,0.0,0.0
8.33,0.0,0.0,0.0,8.33,12.5,4.17,20.83,0.0,20.83,0.0,0.0,12.5,4.17,4.17,0.0,0.0,4.17,0.0,0.0
0.0,0.0,12.5,0.0,0.0,12.5,0.0,4.17,4.17,25.0,0.0,4.17,0.0,4.17,0.0,8.33,12.5,12.5,0.0,0.0
8.33,0.0,0.0,4.17,0.0,16.67,0.0,8.33,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,4.17,4.17,0.0
8.33,0.0,0.0,4.17,0.0,16.67,0.0,4.17,25.0,25.0,4.17,0.0,0.0,0.0,0.0,0.0,4.17,4.17,4.17,0.0
4.17,8.33,0.0,0.0,12.5,4.17,0.0,0.0,16.67,0.0,4.17,8.33,4.17,0.0,8.33,12.5,8.33,8.33,0.0,0.0
4.17,20.83,0.0,4.17,0.0,12.5,0.0,4.17,8.33,0.0,0.0,8.33,0.0,12.5,0.0,4.17,8.33,4.17,0.0,8.33
16.67,20.83,0.0,4.17,4.17,4.17,0.0,0.0,8.33,4.17,4.17,0.0,4.17,8.33,0.0,4.17,0.0,12.5,0.0,4.17
12.5,0.0,0.0,8.33,8.33,4.17,4.17,8.33,29.17,8.33,4.17,0.0,0.0,0.0,4.17,4.17,0.0,0.0,4.17,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.17,0.0,0.0,33.33,12.5,0.0
4.17,0.0,4.17,4.17,4.17,4.17,0.0,4.17,29.17,8.33,4.17,0.0,0.0,8.33,0.0,8.33,4.17,4.17,4.17,4.17
4.17,33.33,0.0,0.0,8.33,16.67,0.0,0.0,0.0,0.0,4.17,4.17,8.33,0.0,12.5,4.17,0.0,4.17,0.0,0.0
20.83,8.33,0.0,4.17,4.17,0.0,8.33,4.17,4.17,0.0,8.33,0.0,4.17,0.0,4.17,8.33,0.0,16.67,0.0,4.17
20.83,8.33,0.0,4.17,4.17,0.0,4.17,4.17,4.17,0.0,8.33,0.0,8.33,0.0,4.17,8.33,0.0,16.67,0.0,4.17
20.83,8.33,0.0,4.17,4.17,0.0,4.17,4.17,8.33,0.0,8.33,0.0,4.17,4.17,0.0,8.33,0.0,16.67,0.0,4.17
20.83,8.33,0.0,4.17,4.17,0.0,4.17,4.17,8.33,0.0,8.33,0.0,0.0,4.17,0.0,8.33,0.0,20.83,0.0,4.17
0.0,20.83,0.0,0.0,4.17,16.67,0.0,0.0,0.0,4.17,0.0,4.17,8.33,0.0,0.0,20.83,12.5,4.17,4.17,0.0
16.67,0.0,8.33,0.0,0.0,8.33,4.17,8.33,16.67,12.5,4.17,4.17,0.0,0.0,0.0,4.17,0.0,12.5,0.0,0.0
8.33,0.0,0.0,0.0,0.0,8.33,4.17,0.0,4.17,25.0,0.0,0.0,4.17,0.0,20.83,12.5,4.17,0.0,8.33,0.0
12.0,0.0,8.0,4.0,8.0,8.0,0.0,4.0,8.0,12.0,4.0,4.0,8.0,4.0,0.0,4.0,8.0,0.0,0.0,4.0
8.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,8.0,4.0,0.0,0.0,12.0,4.0,16.0,12.0,12.0,4.0,4.0,0.0
8.0,16.0,8.0,0.0,8.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,12.0,4.0,4.0,0.0,8.0,8.0,0.0,8.0
4.0,4.0,8.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,8.0,8.0,20.0,0.0,12.0
0.0,32.0,4.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0
0.0,0.0,0.0,4.0,16.0,8.0,0.0,0.0,16.0,24.0,0.0,0.0,4.0,4.0,4.0,16.0,0.0,4.0,0.0,0.0
12.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0
12.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,4.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0
8.0,8.0,0.0,0.0,12.0,4.0,0.0,8.0,16.0,8.0,0.0,4.0,8.0,4.0,0.0,8.0,0.0,12.0,0.0,0.0
8.0,0.0,0.0,0.0,8.0,12.0,12.0,20.0,4.0,8.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0
8.0,8.0,0.0,0.0,8.0,4.0,0.0,4.0,12.0,4.0,4.0,0.0,4.0,4.0,20.0,4.0,4.0,4.0,8.0,0.0
4.0,0.0,4.0,0.0,12.0,16.0,0.0,12.0,20.0,4.0,4.0,0.0,8.0,4.0,0.0,0.0,4.0,8.0,0.0,0.0
4.0,0.0,0.0,0.0,8.0,20.0,16.0,12.0,4.0,20.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0
12.0,0.0,4.0,4.0,8.0,16.0,0.0,4.0,8.0,4.0,0.0,4.0,0.0,0.0,16.0,8.0,0.0,0.0,8.0,4.0
8.0,4.0,0.0,4.0,4.0,20.0,0.0,4.0,16.0,12.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,8.0,4.0,0.0
16.0,0.0,0.0,0.0,12.0,12.0,0.0,4.0,20.0,0.0,8.0,12.0,0.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0
20.0,0.0,0.0,4.0,8.0,12.0,0.0,4.0,16.0,12.0,0.0,4.0,4.0,0.0,0.0,4.0,8.0,0.0,4.0,0.0
0.0,12.0,0.0,4.0,8.0,12.0,4.0,8.0,0.0,4.0,4.0,4.0,0.0,8.0,4.0,12.0,8.0,4.0,4.0,0.0
4.0,12.0,0.0,0.0,8.0,8.0,0.0,8.0,12.0,0.0,0.0,8.0,0.0,0.0,12.0,12.0,12.0,4.0,0.0,0.0
24.0,0.0,0.0,4.0,4.0,20.0,4.0,8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,4.0,4.0,20.0,4.0,16.0,8.0,12.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,4.0,0.0,24.0,4.0,4.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,4.0,4.0,24.0,4.0,4.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,8.0,8.0,4.0,20.0,12.0,8.0,0.0,0.0,0.0,12.0,8.0,8.0,4.0,0.0,4.0
16.0,0.0,0.0,0.0,12.0,20.0,0.0,0.0,12.0,16.0,0.0,0.0,4.0,8.0,0.0,8.0,4.0,0.0,0.0,0.0
8.0,0.0,0.0,4.0,4.0,12.0,12.0,8.0,4.0,16.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0
8.0,0.0,0.0,4.0,4.0,12.0,12.0,8.0,4.0,12.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,20.0,0.0,0.0
8.0,0.0,0.0,4.0,4.0,12.0,8.0,8.0,8.0,16.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0
12.0,0.0,0.0,4.0,4.0,8.0,8.0,8.0,12.0,20.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0
12.0,0.0,0.0,4.0,4.0,8.0,8.0,4.0,12.0,20.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0
12.0,0.0,0.0,4.0,4.0,8.0,8.0,4.0,8.0,16.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,24.0,0.0,0.0
12.0,0.0,0.0,4.0,4.0,8.0,8.0,8.0,8.0,20.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0
8.0,0.0,0.0,4.0,4.0,8.0,8.0,4.0,8.0,20.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,20.0,0.0,0.0
12.0,0.0,4.0,4.0,0.0,12.0,0.0,0.0,16.0,20.0,4.0,4.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,0.0
12.0,0.0,0.0,4.0,8.0,8.0,8.0,4.0,8.0,12.0,4.0,0.0,8.0,0.0,0.0,4.0,4.0,16.0,0.0,0.0
8.0,0.0,0.0,4.0,0.0,12.0,12.0,4.0,4.0,20.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,24.0,0.0,0.0
12.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,12.0,20.0,0.0,12.0,4.0,4.0,0.0,4.0,0.0,12.0,0.0,0.0
8.0,0.0,0.0,4.0,0.0,4.0,12.0,4.0,4.0,20.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,20.0,0.0,0.0
8.0,0.0,0.0,4.0,0.0,8.0,12.0,4.0,4.0,20.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,24.0,0.0,0.0
8.0,0.0,0.0,4.0,0.0,8.0,8.0,4.0,8.0,20.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,24.0,0.0,0.0
8.0,0.0,0.0,4.0,0.0,8.0,12.0,4.0,0.0,20.0,0.0,0.0,8.0,4.0,0.0,8.0,0.0,24.0,0.0,0.0
4.0,0.0,0.0,4.0,0.0,8.0,12.0,8.0,4.0,16.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,28.0,0.0,0.0
8.0,0.0,4.0,0.0,0.0,16.0,0.0,8.0,12.0,16.0,4.0,0.0,8.0,0.0,0.0,12.0,4.0,8.0,0.0,0.0
16.0,0.0,4.0,4.0,0.0,16.0,0.0,4.0,8.0,16.0,0.0,0.0,4.0,4.0,4.0,8.0,0.0,12.0,0.0,0.0
12.0,0.0,4.0,4.0,0.0,16.0,0.0,4.0,12.0,16.0,0.0,0.0,4.0,4.0,0.0,8.0,4.0,12.0,0.0,0.0
8.0,0.0,4.0,0.0,0.0,20.0,0.0,4.0,12.0,16.0,0.0,0.0,4.0,4.0,0.0,12.0,0.0,16.0,0.0,0.0
8.0,0.0,4.0,0.0,0.0,20.0,0.0,4.0,12.0,16.0,0.0,0.0,4.0,4.0,0.0,12.0,0.0,16.0,0.0,0.0
12.0,0.0,4.0,4.0,0.0,16.0,0.0,4.0,8.0,16.0,0.0,0.0,4.0,4.0,4.0,12.0,0.0,12.0,0.0,0.0
12.0,0.0,4.0,0.0,0.0,20.0,0.0,4.0,8.0,16.0,0.0,0.0,4.0,4.0,4.0,12.0,0.0,12.0,0.0,0.0
