PAAC4_A,PAAC4_C,PAAC4_D,PAAC4_E,PAAC4_F,PAAC4_G,PAAC4_H,PAAC4_I,PAAC4_K,PAAC4_L,PAAC4_M,PAAC4_N,PAAC4_P,PAAC4_Q,PAAC4_R,PAAC4_S,PAAC4_T,PAAC4_V,PAAC4_W,PAAC4_Y,PAAC4_lam1,PAAC4_lam2,PAAC4_lam3,PAAC4_lam4
0.0,0.0,0.0,0.0,7.69,7.69,7.69,0.0,0.0,15.38,7.69,7.69,15.38,7.69,15.38,7.69,0.0,0.0,0.0,0.0,0.0904,0.0542,0.0779,0.0556
0.0,0.0,7.69,0.0,0.0,23.08,0.0,0.0,0.0,38.46,7.69,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0542,0.0633,0.0362,0.0384
7.69,0.0,15.38,7.69,0.0,7.69,0.0,0.0,15.38,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,23.08,0.0901,0.0812,0.0917,0.0901
0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,7.69,0.0,7.69,0.0,38.46,7.69,0.0,0.0,0.0,0.0,7.69,15.38,0.0453,0.0715,0.076,0.0682
0.0,0.0,7.69,30.77,0.0,0.0,0.0,0.0,15.38,0.0,0.0,7.69,15.38,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0878,0.0445,0.0966,0.0633
15.38,0.0,0.0,0.0,0.0,23.08,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,30.77,15.38,0.0,0.0,0.0,0.0203,0.022000000000000002,0.017,0.0196
7.69,0.0,7.69,7.69,7.69,7.69,0.0,30.77,15.38,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0821,0.125,0.0536,0.0413
0.0,7.69,0.0,7.69,7.69,7.69,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,23.08,7.69,7.69,0.0,0.0,0.0616,0.0678,0.0554,0.0447
0.0,0.0,15.38,0.0,15.38,7.69,0.0,0.0,30.77,7.69,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.0536,0.0685,0.0702,0.0899
7.69,0.0,0.0,0.0,7.69,0.0,0.0,7.69,7.69,0.0,7.69,0.0,15.38,7.69,0.0,15.38,7.69,0.0,15.38,0.0,0.034,0.0534,0.0734,0.0882
0.0,0.0,0.0,0.0,30.77,15.38,0.0,23.08,7.69,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0632,0.1216,0.0771,0.0578
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,30.77,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0523,0.0743,0.0458,0.0396
7.69,0.0,0.0,7.69,15.38,15.38,0.0,0.0,15.38,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,0.0,0.0,0.0,0.0821,0.0798,0.0518,0.0665
7.69,0.0,7.69,7.69,7.69,0.0,0.0,7.69,7.69,0.0,0.0,0.0,15.38,15.38,7.69,0.0,0.0,7.69,7.69,0.0,0.0554,0.0666,0.0696,0.1152
7.69,0.0,0.0,0.0,7.69,0.0,0.0,15.38,7.69,30.77,0.0,0.0,7.69,0.0,7.69,0.0,7.69,7.69,0.0,0.0,0.0501,0.0968,0.0863,0.0702
7.69,0.0,0.0,7.69,15.38,7.69,0.0,0.0,7.69,7.69,0.0,7.69,7.69,0.0,15.38,0.0,0.0,7.69,7.69,0.0,0.0915,0.12,0.1218,0.0992
7.69,0.0,15.38,0.0,15.38,7.69,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,23.08,0.0,0.0,0.0,7.69,0.085,0.0853,0.0787,0.0716
7.69,0.0,7.69,7.69,0.0,7.69,0.0,15.38,0.0,7.69,0.0,0.0,7.69,7.69,0.0,0.0,15.38,15.38,0.0,0.0,0.055999999999999994,0.0403,0.0443,0.0642
15.38,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,7.69,30.77,7.69,0.0,0.0,0.0267,0.0341,0.0382,0.0208
0.0,0.0,0.0,0.0,0.0,23.08,0.0,0.0,0.0,15.38,0.0,23.08,7.69,7.69,0.0,0.0,7.69,7.69,0.0,7.69,0.0641,0.0592,0.042,0.0537
7.69,0.0,0.0,0.0,0.0,0.0,7.69,15.38,7.69,7.69,0.0,0.0,7.69,7.69,15.38,15.38,0.0,0.0,0.0,7.69,0.0692,0.0819,0.0782,0.1363
15.38,15.38,7.69,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,15.38,0.0,0.0,7.69,7.69,0.078,0.0702,0.0413,0.0803
7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,38.46,0.0,0.0,7.69,0.0,0.0,15.38,0.0,7.69,0.0,0.0,0.0471,0.0752,0.0402,0.0196
0.0,0.0,0.0,7.69,0.0,23.08,0.0,7.69,0.0,7.69,0.0,0.0,38.46,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0646,0.0866,0.0746,0.0545
0.0,0.0,0.0,0.0,7.69,23.08,0.0,15.38,7.69,38.46,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0766,0.0597,0.036000000000000004
0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,7.69,15.38,0.0,7.69,7.69,7.69,15.38,7.69,0.0,0.0,0.0,15.38,0.0624,0.0738,0.0845,0.1177
0.0,0.0,0.0,0.0,7.69,15.38,0.0,7.69,0.0,38.46,0.0,0.0,15.38,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0355,0.0521,0.0269,0.0139
7.69,0.0,15.38,0.0,23.08,0.0,0.0,7.69,0.0,0.0,0.0,7.69,7.69,0.0,7.69,23.08,0.0,0.0,0.0,0.0,0.08800000000000001,0.0994,0.0547,0.0645
7.69,0.0,0.0,0.0,7.69,30.77,7.69,0.0,0.0,0.0,7.69,0.0,7.69,15.38,0.0,0.0,0.0,7.69,7.69,0.0,0.0551,0.0663,0.0974,0.0736
7.69,0.0,0.0,0.0,15.38,15.38,7.69,0.0,0.0,0.0,7.69,7.69,0.0,15.38,7.69,7.69,0.0,0.0,7.69,0.0,0.1005,0.0847,0.1125,0.0603
15.38,0.0,0.0,0.0,15.38,7.69,0.0,15.38,7.69,15.38,7.69,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0588,0.0876,0.0414,0.0232
30.77,0.0,0.0,7.69,7.69,15.38,0.0,0.0,7.69,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0742,0.063,0.0674,0.0753
46.15,0.0,7.69,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,15.38,7.69,0.0,0.0,0.0,0.0375,0.054000000000000006,0.0429,0.0274
0.0,0.0,15.38,0.0,7.69,7.69,0.0,0.0,30.77,7.69,7.69,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.053,0.0636,0.0709,0.0916
0.0,0.0,0.0,0.0,23.08,15.38,0.0,30.77,15.38,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0564,0.1082,0.0697,0.0509
7.69,0.0,7.69,23.08,0.0,7.69,0.0,7.69,0.0,0.0,0.0,15.38,0.0,7.69,0.0,15.38,7.69,0.0,0.0,0.0,0.0502,0.045,0.0454,0.0575
15.38,0.0,0.0,0.0,7.69,23.08,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,7.69,7.69,7.69,0.0,7.69,0.0763,0.0611,0.0575,0.0597
7.69,0.0,0.0,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.0,0.0,53.85,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0642,0.0408,0.0275,0.0497
7.69,0.0,15.38,0.0,23.08,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,30.77,0.0,0.0,0.0,0.0,0.0856,0.0946,0.0623,0.0646
0.0,0.0,7.69,0.0,23.08,15.38,7.69,0.0,15.38,0.0,0.0,7.69,7.69,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0679,0.0785,0.0808,0.0737
0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,7.69,0.0,7.69,0.0,38.46,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0451,0.0739,0.0791,0.0732
23.08,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0,0.0,0.0,7.69,7.69,7.69,15.38,0.0,0.0,0.0571,0.0618,0.0514,0.0677
15.38,0.0,0.0,7.69,7.69,7.69,0.0,15.38,15.38,7.69,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.0835,0.0695,0.0666,0.0755
23.08,0.0,7.69,15.38,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,23.08,0.0965,0.0618,0.0477,0.0757
0.0,0.0,0.0,0.0,7.69,15.38,0.0,0.0,15.38,7.69,0.0,0.0,0.0,7.69,0.0,15.38,15.38,7.69,0.0,7.69,0.0766,0.0719,0.0692,0.0629
38.46,0.0,7.69,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,15.38,15.38,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0494,0.0319,0.0504,0.0554
7.69,0.0,0.0,0.0,0.0,15.38,0.0,15.38,7.69,38.46,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0577,0.0695,0.0371,0.0499
15.38,0.0,7.69,15.38,7.69,7.69,0.0,0.0,0.0,0.0,0.0,23.08,7.69,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.065,0.0642,0.0678,0.0674
0.0,0.0,7.69,0.0,7.69,0.0,7.69,7.69,7.69,0.0,0.0,0.0,30.77,7.69,0.0,7.69,0.0,0.0,7.69,7.69,0.0481,0.0762,0.0843,0.0745
7.69,0.0,0.0,0.0,0.0,15.38,0.0,7.69,0.0,30.77,0.0,7.69,0.0,0.0,7.69,7.69,7.69,7.69,0.0,0.0,0.06,0.0528,0.048,0.066
7.69,0.0,0.0,0.0,15.38,7.69,7.69,7.69,0.0,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0379,0.05,0.0377,0.0411
15.38,0.0,7.69,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,7.69,0.0,7.69,0.0,15.38,15.38,0.0,0.0,0.0589,0.0849,0.0496,0.0708
0.0,0.0,23.08,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,7.69,15.38,0.0,7.69,0.0612,0.0676,0.0682,0.0683
7.69,0.0,0.0,0.0,0.0,0.0,7.69,7.69,7.69,15.38,0.0,7.69,0.0,7.69,15.38,0.0,0.0,15.38,0.0,7.69,0.0763,0.0827,0.0718,0.1416
0.0,0.0,7.69,0.0,7.69,7.69,0.0,23.08,7.69,15.38,0.0,7.69,0.0,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.0652,0.0988,0.0431,0.0434
7.69,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,38.46,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.0744,0.0562,0.0341
7.69,0.0,0.0,0.0,7.69,7.69,0.0,15.38,7.69,30.77,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0501,0.0703,0.0448,0.0365
7.69,7.69,23.08,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,15.38,7.69,0.0,7.69,0.0,7.69,0.0,7.69,0.0561,0.0601,0.0608,0.0784
7.69,7.69,23.08,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,15.38,7.69,0.0,7.69,0.0,0.0,0.0,7.69,0.0583,0.0602,0.0627,0.0791
7.69,0.0,15.38,0.0,15.38,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,30.77,0.0,0.0,0.0,7.69,0.0844,0.0876,0.0658,0.0653
15.38,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,53.85,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0619,0.0401,0.0266,0.047
15.38,0.0,0.0,0.0,15.38,15.38,0.0,0.0,7.69,7.69,0.0,7.69,0.0,0.0,7.69,7.69,7.69,7.69,0.0,0.0,0.0967,0.0822,0.0631,0.0716
0.0,0.0,15.38,7.69,0.0,7.69,0.0,0.0,7.69,7.69,0.0,7.69,7.69,0.0,0.0,0.0,7.69,30.77,0.0,0.0,0.0703,0.0677,0.0454,0.0595
0.0,7.69,0.0,0.0,0.0,46.15,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,0.0,7.69,0.098,0.0672,0.1073,0.0846
0.0,0.0,0.0,7.69,0.0,23.08,0.0,7.69,0.0,0.0,0.0,0.0,38.46,7.69,7.69,0.0,0.0,0.0,7.69,0.0,0.0843,0.0986,0.0854,0.0709
7.69,0.0,30.77,0.0,0.0,15.38,0.0,0.0,7.69,0.0,0.0,15.38,7.69,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.059000000000000004,0.0389,0.0422,0.0482
0.0,0.0,0.0,0.0,7.14,14.29,0.0,7.14,14.29,42.86,0.0,0.0,7.14,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0649,0.084,0.0516,0.0529
7.14,0.0,0.0,0.0,7.14,21.43,0.0,0.0,14.29,0.0,0.0,7.14,7.14,0.0,7.14,0.0,14.29,7.14,0.0,7.14,0.0625,0.0957,0.0701,0.0889
21.43,0.0,0.0,0.0,0.0,0.0,0.0,7.14,21.43,35.71,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0645,0.0789,0.0831,0.0615
7.14,0.0,7.14,14.29,7.14,0.0,0.0,0.0,21.43,7.14,0.0,7.14,0.0,0.0,0.0,14.29,0.0,7.14,0.0,7.14,0.0691,0.0968,0.0597,0.062
7.14,0.0,7.14,35.71,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,28.57,0.0,0.0,7.14,0.0,0.0,0.0,0.0478,0.0221,0.04,0.0227
0.0,0.0,0.0,7.14,7.14,0.0,0.0,14.29,0.0,21.43,14.29,0.0,14.29,7.14,0.0,14.29,0.0,0.0,0.0,0.0,0.0433,0.0445,0.0334,0.0485
21.43,0.0,0.0,0.0,7.14,14.29,0.0,7.14,7.14,0.0,0.0,0.0,7.14,7.14,7.14,7.14,0.0,14.29,0.0,0.0,0.0614,0.07400000000000001,0.0826,0.078
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,7.14,14.29,7.14,0.0,21.43,21.43,0.0,7.14,0.0,7.14,0.0755,0.0699,0.0954,0.0709
14.29,0.0,7.14,21.43,0.0,7.14,0.0,0.0,7.14,14.29,7.14,7.14,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0594,0.0614,0.0942,0.0799
21.43,0.0,0.0,0.0,7.14,14.29,7.14,0.0,7.14,0.0,0.0,0.0,0.0,7.14,7.14,7.14,0.0,14.29,0.0,7.14,0.0892,0.0796,0.0889,0.0749
7.14,0.0,0.0,0.0,0.0,21.43,0.0,7.14,7.14,21.43,0.0,0.0,7.14,7.14,7.14,0.0,0.0,14.29,0.0,0.0,0.0766,0.0909,0.0845,0.0768
0.0,0.0,7.14,0.0,7.14,0.0,14.29,7.14,0.0,14.29,0.0,0.0,7.14,0.0,7.14,7.14,0.0,14.29,0.0,14.29,0.0688,0.0513,0.0726,0.0528
0.0,0.0,21.43,7.14,0.0,7.14,0.0,0.0,0.0,7.14,0.0,7.14,7.14,14.29,0.0,21.43,0.0,7.14,0.0,0.0,0.0518,0.0542,0.0348,0.0539
0.0,0.0,7.14,7.14,7.14,7.14,0.0,7.14,7.14,0.0,7.14,0.0,35.71,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.054000000000000006,0.071,0.0776,0.0661
0.0,0.0,7.14,0.0,14.29,21.43,0.0,0.0,7.14,14.29,0.0,14.29,7.14,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0659,0.0742,0.0654,0.0953
28.57,0.0,0.0,0.0,0.0,0.0,0.0,14.29,21.43,21.43,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0694,0.0768,0.0765,0.0684
14.29,0.0,0.0,0.0,35.71,0.0,0.0,7.14,0.0,0.0,7.14,7.14,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.14,0.0617,0.0793,0.0838,0.0803
14.29,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,21.43,7.14,0.0,21.43,7.14,0.0,0.0,7.14,0.0305,0.0382,0.0467,0.0458
7.14,0.0,0.0,0.0,14.29,35.71,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,7.14,7.14,7.14,7.14,0.0,0.0,0.067,0.0527,0.0534,0.0671
0.0,0.0,0.0,7.14,7.14,0.0,0.0,21.43,0.0,7.14,14.29,14.29,7.14,0.0,7.14,0.0,7.14,0.0,0.0,7.14,0.0795,0.0772,0.0504,0.0791
0.0,42.86,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,21.43,0.0,14.29,0.0,0.0,0.0185,0.0184,0.0179,0.0201
0.0,28.57,0.0,7.14,7.14,0.0,7.14,0.0,0.0,21.43,0.0,0.0,0.0,7.14,14.29,0.0,0.0,7.14,0.0,0.0,0.0701,0.0928,0.0753,0.0653
7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,28.57,21.43,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,7.14,0.0,0.0948,0.0881,0.0826,0.0823
14.29,0.0,0.0,0.0,7.14,7.14,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,50.0,0.0,0.0,7.14,0.0,0.0,0.1232,0.0949,0.1136,0.1028
14.29,0.0,7.14,0.0,7.14,14.29,0.0,21.43,14.29,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0665,0.0851,0.0719,0.0848
7.14,0.0,14.29,0.0,14.29,21.43,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0916,0.1082,0.0859,0.0913
14.29,0.0,0.0,28.57,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,21.43,14.29,0.0,0.0,0.0531,0.0684,0.062,0.0615
14.29,0.0,14.29,0.0,14.29,21.43,7.14,7.14,7.14,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0833,0.1002,0.0954,0.081
14.29,0.0,0.0,14.29,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,28.57,7.14,7.14,0.0,0.0,7.14,0.1013,0.0934,0.1065,0.0521
7.14,0.0,7.14,0.0,7.14,14.29,7.14,0.0,35.71,0.0,0.0,7.14,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0934,0.0511,0.083,0.0411
14.29,0.0,14.29,0.0,0.0,7.14,7.14,0.0,0.0,7.14,0.0,0.0,14.29,7.14,0.0,14.29,0.0,7.14,0.0,7.14,0.0581,0.0653,0.0538,0.0467
21.43,0.0,7.14,0.0,0.0,0.0,0.0,7.14,21.43,21.43,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0855,0.1096,0.0836,0.0408
14.29,0.0,14.29,0.0,0.0,0.0,0.0,7.14,14.29,14.29,0.0,7.14,7.14,0.0,0.0,7.14,0.0,7.14,7.14,0.0,0.0724,0.1071,0.0757,0.0658
7.14,0.0,14.29,7.14,0.0,7.14,0.0,7.14,7.14,0.0,0.0,0.0,7.14,0.0,14.29,7.14,0.0,14.29,0.0,7.14,0.0582,0.0898,0.1005,0.0957
7.14,0.0,0.0,0.0,0.0,7.14,14.29,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,7.14,7.14,28.57,0.0,14.29,0.0492,0.0391,0.0438,0.0369
7.14,0.0,7.14,0.0,0.0,7.14,0.0,14.29,14.29,21.43,7.14,7.14,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0906,0.098,0.0445,0.0865
7.14,0.0,0.0,14.29,0.0,0.0,0.0,14.29,0.0,7.14,7.14,0.0,14.29,0.0,28.57,7.14,0.0,0.0,0.0,0.0,0.1096,0.0869,0.0659,0.1258
21.43,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,7.14,0.0,0.0,14.29,7.14,0.0,21.43,7.14,0.0,0.0,0.0607,0.0431,0.0439,0.0547
14.29,0.0,7.14,7.14,0.0,7.14,7.14,0.0,0.0,14.29,0.0,7.14,0.0,0.0,7.14,0.0,7.14,14.29,7.14,0.0,0.0741,0.07,0.0718,0.0846
0.0,0.0,7.14,7.14,7.14,21.43,0.0,0.0,0.0,7.14,7.14,0.0,14.29,0.0,7.14,7.14,0.0,7.14,7.14,0.0,0.0793,0.0829,0.1033,0.0652
7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,35.71,21.43,7.14,0.0,7.14,0.0,14.29,0.0,0.0866,0.0809,0.0434,0.0793
14.29,0.0,0.0,0.0,14.29,7.14,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,14.29,14.29,0.0,7.14,0.0,0.0,0.0797,0.0722,0.0714,0.1036
0.0,0.0,21.43,7.14,0.0,0.0,0.0,0.0,7.14,7.14,0.0,7.14,0.0,0.0,7.14,14.29,14.29,0.0,7.14,7.14,0.0583,0.0759,0.0875,0.0756
21.43,0.0,7.14,0.0,14.29,0.0,0.0,14.29,0.0,7.14,0.0,7.14,14.29,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0615,0.0591,0.0332,0.0557
7.14,0.0,0.0,7.14,0.0,7.14,7.14,7.14,7.14,7.14,0.0,7.14,0.0,7.14,7.14,0.0,0.0,14.29,0.0,14.29,0.0651,0.0838,0.057,0.0743
7.14,7.14,7.14,0.0,0.0,14.29,0.0,7.14,7.14,7.14,0.0,0.0,0.0,7.14,0.0,14.29,14.29,0.0,0.0,7.14,0.047,0.0652,0.0595,0.0503
21.43,0.0,7.14,7.14,7.14,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,7.14,7.14,14.29,0.0,0.0,0.0695,0.085,0.0827,0.08
0.0,0.0,14.29,14.29,14.29,21.43,7.14,0.0,0.0,0.0,7.14,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,7.14,0.0926,0.0832,0.0758,0.0828
14.29,0.0,7.14,0.0,0.0,7.14,0.0,14.29,14.29,21.43,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0925,0.0943,0.0467,0.0841
28.57,0.0,0.0,7.14,0.0,0.0,0.0,21.43,14.29,7.14,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,7.14,0.0,0.0862,0.0996,0.081,0.0459
0.0,0.0,7.14,7.14,7.14,14.29,0.0,0.0,0.0,7.14,7.14,0.0,21.43,0.0,7.14,7.14,0.0,7.14,7.14,0.0,0.0765,0.0816,0.0986,0.0663
28.57,7.14,7.14,0.0,0.0,7.14,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,7.14,7.14,7.14,7.14,0.0,0.0,0.0572,0.0539,0.0573,0.061
7.14,0.0,0.0,0.0,7.14,7.14,0.0,7.14,7.14,14.29,0.0,0.0,7.14,0.0,21.43,0.0,14.29,7.14,0.0,0.0,0.1047,0.0806,0.0949,0.11199999999999999
14.29,0.0,21.43,0.0,7.14,7.14,0.0,0.0,14.29,7.14,7.14,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,7.14,0.0767,0.0988,0.0667,0.0812
7.14,0.0,14.29,7.14,7.14,14.29,0.0,0.0,7.14,0.0,0.0,0.0,7.14,7.14,7.14,7.14,0.0,14.29,0.0,0.0,0.0664,0.0942,0.0845,0.0571
7.14,14.29,0.0,0.0,21.43,7.14,0.0,0.0,14.29,0.0,0.0,7.14,0.0,0.0,0.0,7.14,14.29,0.0,7.14,0.0,0.0558,0.0905,0.0875,0.0754
14.29,0.0,14.29,7.14,0.0,0.0,0.0,0.0,7.14,21.43,0.0,7.14,0.0,0.0,7.14,14.29,0.0,7.14,0.0,0.0,0.0778,0.0779,0.0373,0.0588
7.14,0.0,0.0,0.0,7.14,7.14,0.0,14.29,14.29,21.43,7.14,14.29,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0578,0.0897,0.0563,0.044000000000000004
14.29,0.0,14.29,0.0,0.0,0.0,0.0,14.29,21.43,21.43,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,7.14,0.0,0.0905,0.1062,0.0658,0.0768
14.29,0.0,7.14,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,14.29,7.14,0.0,14.29,7.14,7.14,7.14,7.14,0.0682,0.0831,0.0463,0.0517
0.0,0.0,7.14,0.0,7.14,14.29,14.29,14.29,0.0,0.0,0.0,7.14,0.0,0.0,0.0,14.29,14.29,7.14,0.0,0.0,0.0528,0.0536,0.0404,0.0569
7.14,7.14,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,14.29,0.0,0.0,14.29,7.14,14.29,7.14,0.0,14.29,0.0594,0.0603,0.0691,0.0745
0.0,0.0,7.14,0.0,0.0,7.14,7.14,14.29,14.29,14.29,0.0,0.0,0.0,7.14,0.0,7.14,0.0,14.29,7.14,0.0,0.0813,0.0889,0.0577,0.077
0.0,0.0,7.14,35.71,0.0,0.0,7.14,7.14,0.0,21.43,0.0,0.0,0.0,0.0,7.14,7.14,0.0,7.14,0.0,0.0,0.0908,0.0888,0.0527,0.0451
7.14,14.29,0.0,0.0,0.0,35.71,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,7.14,0.0,7.14,14.29,0.0,0.0,0.0607,0.0479,0.0484,0.0551
6.67,0.0,6.67,6.67,0.0,0.0,0.0,0.0,33.33,13.33,0.0,0.0,13.33,0.0,0.0,0.0,6.67,13.33,0.0,0.0,0.0556,0.0745,0.0629,0.071
13.33,0.0,0.0,0.0,0.0,13.33,0.0,6.67,0.0,13.33,0.0,6.67,6.67,6.67,6.67,6.67,13.33,0.0,6.67,0.0,0.0847,0.0798,0.0776,0.0625
0.0,0.0,6.67,0.0,6.67,6.67,13.33,6.67,6.67,0.0,13.33,0.0,13.33,0.0,6.67,6.67,0.0,6.67,0.0,6.67,0.0704,0.0596,0.0624,0.1
6.67,0.0,6.67,0.0,0.0,13.33,0.0,0.0,0.0,6.67,0.0,13.33,20.0,13.33,0.0,13.33,6.67,0.0,0.0,0.0,0.0354,0.0398,0.0368,0.0345
0.0,0.0,20.0,6.67,6.67,13.33,0.0,0.0,6.67,13.33,0.0,6.67,0.0,0.0,13.33,0.0,0.0,6.67,0.0,6.67,0.1131,0.0643,0.0835,0.0839
6.67,0.0,6.67,13.33,6.67,26.67,0.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,13.33,6.67,0.0,0.0,0.0602,0.0764,0.09,0.0926
